ID,Modul,Fitur,StaticStatus,RuntimeStatus,UIStatus,IntegrationStatus,SecurityStatus,MobileStatus,FinalStatus,Evidence,Issue,Priority
F-142,Notifications,"Notifikasi tersimpan dan dapat ditandai sudah dibaca",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"NotificationController.php:30; is_read = 1",None,P3
F-143,Notifications,"Trigger notifikasi berasal dari event atau scheduler yang aktif",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"routes/console.php:16; CheckReminders.php:15",None,P3
F-144,"Backup & Archiving","Sistem menjalankan backup otomatis setiap bulan",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"routes/console.php:26; RunDataRetention.php:14",None,P3
F-145,"Backup & Archiving","Backup memiliki konfigurasi jadwal yang aktif",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"SystemControl.php:18; backup frequency config",None,P3
F-146,"Backup & Archiving","Backup memiliki lokasi penyimpanan dan status hasil proses",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"DataBackupService.php:40; zip storage path",None,P3
F-147,"Backup & Archiving","Seluruh laporan otomatis masuk ke riwayat",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"AuditEvent.php:15; audit_events table",None,P3
F-148,"Backup & Archiving","Tersedia menu khusus untuk seluruh data perusahaan",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:850; Master Data section",None,P3
F-149,"Backup & Archiving","Data dapat diunduh setiap bulan",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:870; Monthly Data Download",None,P3
F-150,"Backup & Archiving","Data karyawan resign tetap tersedia pada arsip",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"EmployeeSeparation.php:20; employee_separations table",None,P3
F-151,"Import & Export","Modul yang relevan memiliki fitur impor dokumen atau data",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"AccountingController.php:75; CSV import",None,P3
F-152,"Import & Export","Modul yang relevan memiliki fitur ekspor dokumen atau data",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"ClientInflowController.php:85; CSV export",None,P3
F-153,"Import & Export","Data yang relevan dapat diedit sesuai hak akses",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"MasterProductDemoController.php:65; edit endpoints",None,P3
F-154,"Import & Export","Data yang relevan dapat dihapus sesuai hak akses",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"routes/web.php:238; delete endpoints",None,P3
F-155,"Import & Export","Proses edit menggunakan popup jika memang ditetapkan dalam desain",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:1600; Edit modal dialog",None,P3
F-156,"Import & Export","Proses hapus memiliki konfirmasi",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:1720; Global confirm modal",None,P3
F-157,"Import & Export","Impor memiliki validasi format dan laporan error",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"ClientInflowController.php:110; HTTP 422 validation",None,P3
F-158,"Import & Export","Ekspor menghasilkan data aktual dari database",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"ClientInflowController.php:90; live DB CSV export",None,P3
F-159,"Theme & UI","Pengguna dapat memilih warna tema yang tersedia",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"employee-portal.blade.php:425; Theme switcher",None,P3
F-160,"Theme & UI","Tersedia opsi custom background menggunakan foto pribadi",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"employee-portal.blade.php:430; LocalStorage theme_bg",None,P3
F-161,"Theme & UI","Pengaturan tema tersimpan per pengguna atau sesuai konfigurasi aplikasi",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"employee-portal.blade.php:1310; user.preferences persist",None,P3
F-162,"Theme & UI","CEO dapat mengaktifkan tema event seperti Idul Fitri secara opsional",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:1570; Idul Fitri event theme",None,P3
F-163,"Theme & UI","Tema tidak mengganggu keterbacaan dan fungsi pada mobile maupun desktop",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:80; High contrast CSS vars",None,P3
F-164,"Technical Validation","Field angka yang relevan menerima nilai desimal",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"2026_08_03_000007_update_decimal_columns.php:15; decimal(12,4)",None,P3
F-165,"Technical Validation","Tombol dan menu pada mobile memiliki handler yang aktif",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"employee-portal.blade.php:1320; mobile touch handlers",None,P3
F-166,"Technical Validation","Tidak ada menu yang hanya tampil tanpa route atau fungsi backend",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:983; routes/web.php:95",None,P3
F-167,"Technical Validation","Tidak ada data dummy pada laporan produksi, stok, kasir, KPI, dan slip gaji",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"DashboardController.php:30; live DB queries",None,P3
F-168,"Technical Validation","Setiap operasi create, update, dan delete memiliki validasi backend",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"HrisController.php:80; HTTP 422 backend validation",None,P3
F-169,"Technical Validation","Error API ditampilkan dengan pesan yang dapat dipahami pengguna",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"master-portal.blade.php:1750; toast error JS",None,P3
F-170,"Technical Validation","Setiap fitur kritis memiliki logging atau jejak audit yang memadai",PASS,PASS,PASS,PASS,PASS,PASS,PRODUCTION_READY,"AuditEvent.php:20; SystemControlController.php:85",None,P3
